Player,Age,Pos,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
John Paxson,23,PG,SAS,49,0.0,458,4.8,10.8,0.445,0.3,1.7,0.182,4.5,9.0,0.496,1.3,2.0,0.615,0.3,2.3,2.6,11.7,0.8,0.2,2.5,3.7,11.2,12.7,0.478,0.161,0.19,0.9,6.6,3.8,38.5,1.0,0.2,17.7,15.3,0.5,0.1,0.6,0.057999999999999996,0.3,-2.0,-1.7,0.0
John Pinone,22,SF,ATL,7,0.0,65,3.9,7.2,0.5379999999999999,0.0,0.0,,3.9,7.2,0.5379999999999999,3.3,5.5,0.6,0.0,5.5,5.5,1.7,1.1,0.6,2.8,6.1,11.1,7.8,0.575,0.0,0.769,0.0,17.8,8.8,6.5,1.5,0.9,22.3,14.9,0.0,0.1,0.1,0.04,-4.1,0.3,-3.8,0.0
Tom Piotrowski,23,C,POR,18,0.0,78,5.5,12.0,0.462,0.0,0.0,,5.5,12.0,0.462,2.8,2.8,1.0,2.8,4.6,7.4,2.3,0.5,1.4,2.8,10.2,13.8,9.2,0.524,0.0,0.231,8.9,15.6,12.1,8.4,0.6,2.3,17.3,17.9,0.0,0.1,0.1,0.07,-4.5,0.0,-4.6,-0.1
Leo Rautins,23,SF,PHI,28,3.0,196,3.9,10.7,0.36200000000000004,0.0,0.0,,3.9,10.7,0.36200000000000004,1.1,1.8,0.6,1.7,4.4,6.1,5.3,1.7,0.4,3.5,5.7,8.8,6.2,0.385,0.0,0.172,5.4,13.5,9.6,20.0,2.2,0.6,23.3,17.2,-0.4,0.3,-0.1,-0.024,-4.9,0.4,-4.5,-0.1
Doc Rivers,22,PG,ATL,81,47.0,1938,4.6,10.0,0.462,0.0,0.2,0.16699999999999998,4.6,9.8,0.469,4.7,6.0,0.785,1.3,2.7,4.1,5.8,2.4,0.6,3.2,5.3,14.1,14.9,0.5529999999999999,0.022000000000000002,0.601,4.2,8.9,6.5,23.7,3.3,0.9,20.3,19.1,1.6,2.6,4.2,0.10300000000000001,-0.8,1.8,1.1,1.5
Fred Roberts,23,PF,SAS,79,8.0,1531,5.0,9.4,0.536,0.0,0.1,0.25,5.0,9.3,0.539,3.4,4.0,0.8370000000000001,2.4,4.7,7.1,2.3,1.2,0.9,2.4,5.1,13.5,12.6,0.604,0.01,0.431,7.2,13.8,10.6,7.6,1.5,1.3,17.4,14.5,2.0,0.9,3.0,0.09300000000000001,-1.0,0.1,-0.9,0.4
Ralph Sampson*,23,C,HOU,82,82.0,2693,9.6,18.3,0.523,0.0,0.1,0.25,9.6,18.2,0.524,3.8,5.8,0.6609999999999999,3.9,8.3,12.2,2.2,0.9,2.6,3.9,4.5,23.0,20.1,0.551,0.003,0.317,11.8,24.7,18.3,8.9,1.2,4.0,15.9,27.1,1.9,4.1,6.0,0.10800000000000001,0.5,0.4,0.9,2.0
Byron Scott,22,SG,LAL,74,49.0,1637,7.3,15.2,0.484,0.2,0.7,0.235,7.2,14.4,0.49700000000000005,2.5,3.1,0.8059999999999999,1.1,2.5,3.6,3.9,1.8,0.4,2.6,3.8,17.3,13.4,0.525,0.049,0.201,3.7,7.3,5.7,14.0,2.3,0.6,13.4,21.3,1.1,1.5,2.7,0.079,-1.5,0.0,-1.5,0.2
Steve Stipanovich,23,C,IND,81,73.0,2426,5.8,12.1,0.48,0.0,0.2,0.188,5.8,11.9,0.486,2.7,3.6,0.753,1.7,6.6,8.3,2.5,1.1,1.0,2.4,4.5,14.4,12.6,0.526,0.02,0.298,5.3,20.2,12.8,9.9,1.4,1.6,14.9,18.4,0.4,3.3,3.6,0.07200000000000001,-2.1,0.3,-1.8,0.1
Jon Sundvold,22,PG,SEA,73,2.0,1284,6.1,13.7,0.445,0.3,1.0,0.243,5.8,12.6,0.461,1.8,2.0,0.889,0.6,1.9,2.6,6.7,0.8,0.0,2.3,2.3,14.2,12.1,0.488,0.076,0.14800000000000002,2.0,6.0,4.0,26.4,1.1,0.0,13.5,19.4,0.5,0.6,1.2,0.044000000000000004,-1.1,-1.7,-2.7,-0.2
Dane Suttle,22,SG,KCK,40,1.0,469,8.4,16.4,0.509,0.0,0.2,0.0,8.4,16.2,0.517,3.1,3.6,0.851,1.6,1.9,3.5,3.5,1.5,0.0,2.5,3.5,19.8,15.3,0.55,0.013999999999999999,0.22,5.0,6.2,5.6,14.9,2.0,0.0,12.0,22.9,0.6,0.3,0.9,0.094,0.0,-0.4,-0.4,0.2
Jim Thomas,23,SG,IND,72,15.0,1219,5.5,11.9,0.46399999999999997,0.0,0.3,0.091,5.5,11.6,0.474,2.4,3.2,0.727,1.7,2.7,4.4,3.8,1.8,0.2,2.0,3.4,13.4,12.1,0.504,0.027000000000000003,0.273,5.4,8.1,6.8,14.9,2.3,0.3,13.3,17.6,0.4,1.2,1.6,0.065,-1.6,0.2,-1.4,0.2
Paul Thompson,22,SF,CLE,82,10.0,1731,6.4,13.8,0.467,0.2,0.8,0.231,6.2,13.0,0.48200000000000004,2.4,3.1,0.772,2.5,4.0,6.5,2.5,1.5,0.8,1.5,4.0,15.4,14.9,0.51,0.059000000000000004,0.225,7.6,13.1,10.2,10.5,2.0,1.3,9.1,19.3,2.0,1.8,3.7,0.10400000000000001,0.3,0.4,0.7,1.2
Sedale Threatt,22,PG,PHI,45,0.0,464,4.8,11.5,0.419,0.1,0.6,0.125,4.7,10.9,0.436,1.8,2.2,0.821,1.3,1.8,3.1,3.2,1.0,0.2,2.6,5.0,11.5,6.6,0.462,0.054000000000000006,0.18899999999999997,4.3,5.5,4.9,12.4,1.4,0.2,17.1,17.2,-0.3,0.4,0.1,0.012,-4.8,-0.9,-5.7,-0.4
Granville Waiters,23,C,IND,78,8.0,1040,4.3,8.2,0.517,0.0,0.0,0.0,4.3,8.2,0.519,1.1,1.8,0.608,2.2,5.6,7.9,2.1,0.8,2.9,2.3,5.7,9.6,10.4,0.532,0.004,0.214,6.8,17.3,12.1,7.7,1.1,4.6,20.0,12.9,-0.1,1.5,1.3,0.062,-3.7,1.8,-1.9,0.0
Darrell Walker,22,PG,NYK,82,0.0,1324,5.9,14.1,0.41700000000000004,0.1,0.4,0.267,5.8,13.7,0.42100000000000004,5.7,7.2,0.7909999999999999,2.0,2.5,4.5,7.7,3.5,0.4,5.3,5.5,17.5,15.9,0.508,0.028999999999999998,0.508,6.8,8.5,7.7,31.1,4.6,0.7,23.4,26.1,-0.4,2.7,2.3,0.083,-0.5,2.3,1.8,1.3
Brant Weidner,23,PF,SAS,8,0.0,38,1.9,8.5,0.222,0.0,0.0,,1.9,8.5,0.222,3.8,3.8,1.0,3.8,6.6,10.4,0.0,0.0,1.9,1.9,4.7,7.6,5.4,0.37200000000000005,0.0,0.444,11.4,19.3,15.4,0.0,0.0,2.7,15.7,13.0,0.0,0.0,0.0,-0.013999999999999999,-4.4,-0.6,-4.9,-0.1
Mark West,23,C,DAL,34,0.0,202,2.7,7.5,0.35700000000000004,0.0,0.0,,2.7,7.5,0.35700000000000004,1.2,3.9,0.318,3.4,4.8,8.2,2.3,0.2,2.7,2.1,9.8,6.6,4.1,0.358,0.0,0.524,10.9,15.5,13.2,7.7,0.2,4.2,18.8,13.1,-0.3,0.2,-0.1,-0.023,-6.7,0.4,-6.3,-0.3
Ennis Whatley,21,PG,CHI,80,73.0,2159,4.4,9.3,0.469,0.0,0.0,0.0,4.4,9.2,0.47100000000000003,2.4,3.3,0.73,1.1,2.2,3.3,11.0,2.0,0.3,4.5,3.7,11.1,13.5,0.519,0.004,0.36,3.3,7.2,5.2,43.4,2.7,0.5,29.4,17.5,-0.3,2.2,1.9,0.043,-0.2,-0.4,-0.6,0.8
Mitchell Wiggins,24,SG,CHI,82,40.0,2123,6.8,15.1,0.44799999999999995,0.1,0.5,0.24100000000000002,6.6,14.6,0.455,3.6,4.9,0.742,2.3,3.2,5.6,3.2,1.8,0.2,2.4,4.7,17.3,13.7,0.501,0.033,0.322,7.4,10.4,8.9,13.8,2.4,0.3,12.0,22.5,1.1,2.2,3.3,0.076,-1.3,0.2,-1.1,0.5
Kevin Williams,22,SG,SAS,19,0.0,200,4.5,10.4,0.431,0.0,0.2,0.0,4.5,10.3,0.439,4.5,5.8,0.7809999999999999,0.7,1.6,2.3,7.7,1.4,0.7,4.0,7.6,13.5,9.9,0.52,0.017,0.552,2.2,4.7,3.5,25.2,1.8,1.0,23.4,18.2,0.0,0.1,0.1,0.026000000000000002,-3.3,-0.4,-3.6,-0.1
Michael Wilson,24,PG,WSB,6,0.0,26,0.0,2.8,0.0,0.0,1.4,0.0,0.0,1.4,0.0,1.4,2.8,0.5,1.4,0.0,1.4,4.2,0.0,0.0,4.2,6.9,1.4,-5.5,0.174,0.5,1.0,4.5,0.0,2.2,13.7,0.0,0.0,51.0,9.7,-0.1,0.0,-0.1,-0.159,-5.2,-0.5,-5.7,-0.1
Randy Wittman,24,SG,ATL,78,1.0,1071,5.4,10.7,0.503,0.1,0.2,0.4,5.3,10.5,0.505,0.9,1.5,0.609,0.5,1.9,2.4,2.4,0.6,0.0,1.1,2.8,11.8,9.3,0.517,0.016,0.145,1.5,6.2,3.8,10.0,0.8,0.0,8.6,14.9,0.6,0.6,1.2,0.054000000000000006,-2.0,-0.9,-3.0,-0.3
Bruce Kuczenski,22,PF,TOT,15,2.0,119,3.0,11.2,0.27,0.0,0.0,,3.0,11.2,0.27,2.4,3.6,0.667,2.1,4.8,7.0,2.4,0.3,0.3,4.5,5.4,8.5,-0.5,0.331,0.0,0.324,6.6,15.1,10.9,8.6,0.4,0.5,26.2,19.7,-0.5,0.1,-0.4,-0.152,-5.3,-0.7,-6.0,-0.3
Chuck Aleksinas,25,C,GSW,74,4.0,1114,5.2,10.9,0.478,0.0,0.0,0.0,5.2,10.9,0.479,1.8,2.4,0.733,2.8,5.9,8.7,1.2,0.5,0.5,2.3,5.5,12.2,9.1,0.509,0.003,0.223,8.1,20.1,13.6,4.4,0.6,0.8,16.3,15.6,0.1,0.4,0.4,0.019,-3.8,-1.9,-5.6,-1.0
Ron Anderson,26,SF,CLE,36,7.0,520,5.8,13.5,0.431,0.1,0.1,0.5,5.7,13.4,0.43,2.8,3.5,0.82,2.7,3.4,6.1,2.4,0.6,0.5,2.4,2.8,14.5,10.7,0.484,0.01,0.256,8.1,10.2,9.2,9.1,0.8,0.7,13.5,19.4,0.0,0.3,0.3,0.032,-1.2,-1.4,-2.6,-0.1
Ken Bannister,24,PF,NYK,75,50.0,1404,5.4,11.4,0.47,0.0,0.0,,5.4,11.4,0.47,2.3,4.9,0.474,2.8,5.7,8.5,1.0,1.0,1.0,3.6,7.2,13.1,7.3,0.48100000000000004,0.0,0.431,8.7,18.9,13.6,3.9,1.3,1.7,21.0,19.7,-2.2,1.4,-0.8,-0.027999999999999997,-6.2,-0.9,-7.1,-1.8
Charles Barkley*,21,PF,PHI,82,60.0,2347,6.5,12.0,0.545,0.0,0.1,0.16699999999999998,6.5,11.9,0.5479999999999999,4.5,6.1,0.733,4.1,6.7,10.8,2.4,1.5,1.2,3.2,4.6,17.6,18.3,0.599,0.008,0.511,12.9,20.8,16.9,9.6,1.9,2.0,17.9,20.0,4.2,3.3,7.5,0.154,1.3,0.4,1.7,2.2
Cory Blackwell,21,SF,SEA,60,0.0,551,5.7,15.5,0.36700000000000005,0.0,0.1,0.0,5.7,15.4,0.37,1.8,3.6,0.509,2.7,3.5,6.3,1.7,1.6,0.2,2.9,3.6,13.2,6.4,0.387,0.008,0.23199999999999998,8.8,11.4,10.1,7.0,2.2,0.3,14.4,23.2,-1.5,0.5,-0.9,-0.081,-6.0,-1.8,-7.9,-0.8
Sam Bowie,23,C,POR,76,62.0,2216,4.9,9.0,0.537,0.0,0.0,,4.9,9.0,0.537,2.6,3.7,0.711,3.4,7.3,10.7,3.5,0.9,3.3,2.8,4.5,12.3,15.7,0.578,0.0,0.40399999999999997,10.5,22.6,16.6,12.2,1.2,5.0,20.8,14.8,2.2,3.5,5.7,0.12300000000000001,-0.3,2.3,2.0,2.2
Frank Brickowski,25,C,SEA,78,9.0,1115,4.8,9.8,0.49200000000000005,0.0,0.1,0.0,4.8,9.7,0.498,2.7,4.1,0.669,2.5,5.9,8.4,3.2,1.1,0.5,3.2,5.5,12.4,10.5,0.5329999999999999,0.013000000000000001,0.41600000000000004,7.9,19.1,13.5,12.9,1.5,0.8,21.7,17.3,-0.3,1.3,1.0,0.042,-3.5,0.3,-3.2,-0.3
Tony Brown,24,SF,IND,82,26.0,1586,4.9,10.6,0.46,0.0,0.1,0.0,4.9,10.4,0.466,2.6,3.9,0.6779999999999999,3.3,3.2,6.5,3.6,1.3,0.3,2.6,4.8,12.3,10.8,0.503,0.013000000000000001,0.368,9.6,9.5,9.6,13.4,1.7,0.4,17.7,16.3,0.4,1.4,1.8,0.054000000000000006,-1.6,-0.1,-1.7,0.1
Steve Burtt,22,SG,GSW,47,0.0,418,6.2,16.2,0.38299999999999995,0.0,0.1,0.0,6.2,16.1,0.385,4.6,6.6,0.688,0.9,1.6,2.4,1.7,1.8,0.3,2.8,6.5,17.0,7.4,0.444,0.005,0.41,2.5,5.3,3.8,6.8,2.3,0.5,12.9,23.9,-0.5,0.1,-0.4,-0.043,-6.0,-1.5,-7.5,-0.6
Michael Cage,23,PF,LAC,75,41.0,1610,4.8,8.9,0.5429999999999999,0.0,0.0,,4.8,8.9,0.5429999999999999,2.3,3.1,0.737,2.8,5.9,8.8,1.1,0.9,0.7,1.8,3.7,11.9,12.5,0.5820000000000001,0.0,0.344,9.0,17.7,13.5,4.2,1.2,1.1,15.0,13.7,1.8,1.4,3.2,0.096,-1.3,-0.2,-1.5,0.2
Tony Campbell,22,SF,DET,56,0.0,625,7.5,15.1,0.496,0.0,0.1,0.0,7.5,15.0,0.498,3.2,4.0,0.8,2.4,2.8,5.1,1.4,1.6,0.2,4.0,6.2,18.2,10.3,0.54,0.004,0.267,6.6,8.4,7.4,5.1,2.0,0.3,19.1,22.2,-0.2,0.6,0.4,0.031,-4.3,-0.7,-5.0,-0.5
Rick Carlisle,25,SG,BOS,38,0.0,179,5.2,13.5,0.38799999999999996,0.0,0.4,0.0,5.2,13.1,0.4,3.0,3.4,0.882,1.6,2.6,4.2,5.0,0.6,0.0,3.8,4.2,13.5,7.2,0.45,0.03,0.254,5.2,7.7,6.5,17.5,0.8,0.0,20.3,21.3,-0.2,0.1,-0.1,-0.021,-5.2,-2.3,-7.5,-0.3
Antoine Carr,23,PF,ATL,62,15.0,1195,6.0,11.3,0.528,0.1,0.2,0.33299999999999996,5.9,11.1,0.531,3.0,3.9,0.789,2.4,4.6,7.0,2.4,0.9,2.3,3.3,6.6,15.0,13.0,0.578,0.016,0.341,7.3,13.8,10.6,9.5,1.2,3.7,20.0,18.6,0.6,1.5,2.1,0.084,-2.6,1.3,-1.3,0.2
Ron Cavenall,25,C,NYK,53,2.0,653,1.5,4.7,0.326,0.0,0.0,,1.5,4.7,0.326,1.2,2.2,0.564,2.9,6.2,9.2,1.0,0.7,2.3,2.5,6.8,4.3,4.1,0.37799999999999995,0.0,0.45299999999999996,9.2,20.7,14.7,3.5,0.9,3.9,30.4,9.4,-1.0,0.7,-0.2,-0.016,-6.4,0.6,-5.8,-0.6
Steve Colter,22,PG,POR,78,22.0,1462,5.3,11.7,0.45299999999999996,0.6,1.8,0.35100000000000003,4.7,9.9,0.47100000000000003,2.4,3.2,0.754,1.0,2.7,3.7,6.0,1.8,0.2,2.8,3.5,13.7,12.5,0.52,0.155,0.273,3.1,8.4,5.7,21.2,2.4,0.3,17.3,17.5,0.9,1.4,2.3,0.076,-0.8,0.0,-0.8,0.4
Devin Durrant,24,SF,IND,59,8.0,756,5.4,13.0,0.41600000000000004,0.0,0.1,0.0,5.4,12.9,0.42100000000000004,3.4,4.9,0.706,2.3,3.6,5.9,3.8,0.9,0.5,3.7,5.0,14.3,8.8,0.47,0.011000000000000001,0.37200000000000005,6.8,10.5,8.6,14.5,1.1,0.7,19.5,20.6,-0.7,0.6,-0.1,-0.008,-3.2,-1.1,-4.4,-0.5
Kenton Edelin,22,SF,IND,10,1.0,143,1.0,3.3,0.308,0.0,0.0,,1.0,3.3,0.308,0.8,2.0,0.375,2.0,4.5,6.5,2.5,1.3,1.0,0.8,9.8,2.8,3.3,0.33299999999999996,0.0,0.615,5.9,13.4,9.6,8.2,1.6,1.6,15.4,5.4,0.0,0.2,0.1,0.042,-5.9,1.8,-4.2,-0.1
Kenny Fields,22,SF,MIL,51,1.0,535,5.7,12.9,0.44,0.0,0.0,,5.7,12.9,0.44,1.8,2.4,0.75,2.8,2.9,5.7,2.6,0.6,0.7,2.2,5.7,13.1,8.9,0.47100000000000003,0.0,0.188,8.6,8.9,8.7,9.6,0.8,1.1,13.4,18.2,0.1,0.6,0.7,0.06,-3.1,-0.8,-3.9,-0.3
Vern Fleming,22,PG,IND,80,65.0,2486,6.3,13.4,0.47,0.0,0.1,0.0,6.3,13.3,0.47200000000000003,3.8,4.9,0.767,2.1,2.5,4.7,3.6,1.4,0.1,2.9,3.4,16.3,12.8,0.526,0.004,0.368,6.2,7.5,6.9,14.0,1.8,0.2,15.5,20.1,1.3,2.0,3.3,0.063,-1.1,-0.5,-1.6,0.3
Lancaster Gordon,22,SG,LAC,63,1.0,682,5.8,15.1,0.38299999999999995,0.1,0.5,0.222,5.7,14.7,0.38799999999999996,2.0,2.6,0.755,1.4,1.8,3.2,4.6,1.7,0.3,3.6,3.2,13.7,8.2,0.42,0.031,0.171,4.4,5.5,5.0,17.6,2.3,0.5,18.3,22.6,-1.2,0.4,-0.8,-0.055,-4.8,-1.2,-6.1,-0.7
Butch Graves,23,SG,CLE,4,0.0,11,6.5,19.6,0.33299999999999996,0.0,3.3,0.0,6.5,16.4,0.4,3.3,16.4,0.2,0.0,6.5,6.5,3.3,3.3,0.0,3.3,13.1,16.4,-0.8,0.305,0.16699999999999998,0.833,0.0,19.7,9.8,13.1,4.3,0.0,10.9,33.6,-0.1,0.0,-0.1,-0.243,-16.1,-0.8,-16.9,0.0
Stuart Gray,21,C,IND,52,0.0,391,3.2,8.5,0.38,0.0,0.0,,3.2,8.5,0.38,2.9,4.3,0.6809999999999999,2.7,8.7,11.3,1.4,0.8,1.3,4.7,7.5,9.4,4.6,0.45299999999999996,0.0,0.511,7.8,25.6,16.6,4.8,1.1,2.0,31.2,16.5,-1.0,0.5,-0.4,-0.052000000000000005,-7.8,-0.2,-7.9,-0.6
Michael Holton,23,SG,PHO,74,59.0,1761,5.3,11.8,0.446,0.3,0.9,0.311,5.0,10.9,0.45799999999999996,2.0,2.4,0.8140000000000001,0.6,2.1,2.7,4.0,1.2,0.1,2.5,2.9,12.8,8.9,0.49700000000000005,0.078,0.205,2.0,6.5,4.2,15.2,1.6,0.2,16.4,17.4,-0.6,1.4,0.8,0.023,-3.1,-0.6,-3.6,-0.7
Jay Humphries,22,SG,PHO,80,39.0,2062,4.9,10.9,0.446,0.1,0.3,0.2,4.8,10.6,0.45399999999999996,2.5,3.0,0.8290000000000001,0.6,2.3,2.9,6.1,1.9,0.1,2.9,3.6,12.3,10.6,0.502,0.032,0.272,1.8,7.1,4.5,22.6,2.4,0.2,19.2,17.1,-0.2,2.2,1.9,0.044000000000000004,-2.9,0.4,-2.6,-0.3
Ralph Jackson,22,PG,IND,1,0.0,12,3.0,9.0,0.33299999999999996,0.0,0.0,,3.0,9.0,0.33299999999999996,0.0,0.0,,3.0,0.0,3.0,12.0,6.0,0.0,3.0,3.0,6.0,15.6,0.33299999999999996,0.0,0.0,8.7,0.0,4.4,41.7,7.6,0.0,25.0,13.1,0.0,0.0,0.0,0.069,-0.3,4.6,4.3,0.0
Charles Jones,23,C,PHO,78,14.0,1565,5.4,10.4,0.52,0.0,0.1,0.0,5.4,10.4,0.524,4.2,6.5,0.648,3.2,5.9,9.1,2.9,1.0,1.4,3.3,3.4,15.0,,,,,,,,,,,,,,,,,,,,
Earl Jones,24,C,LAL,2,0.0,7,0.0,5.1,0.0,0.0,0.0,,0.0,5.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,11.6,0.0,0.0,0.0,-0.307,-11.4,-6.7,-18.1,0.0
Ozell Jones,24,C,SAS,67,6.0,888,4.3,7.3,0.589,0.0,0.0,0.0,4.3,7.3,0.5920000000000001,1.3,3.4,0.39799999999999996,2.6,7.0,9.6,2.3,1.2,2.3,2.5,5.6,9.9,11.4,0.5660000000000001,0.006,0.461,8.5,21.4,15.2,7.7,1.6,3.6,22.0,12.5,0.1,1.2,1.3,0.073,-2.3,1.5,-0.8,0.3
Michael Jordan*,21,SG,CHI,82,82.0,3144,9.6,18.6,0.515,0.1,0.6,0.17300000000000001,9.5,18.0,0.526,7.2,8.5,0.845,1.9,4.2,6.1,5.5,2.2,0.8,3.3,3.3,26.5,25.8,0.5920000000000001,0.032,0.45899999999999996,6.3,13.2,9.8,25.3,3.0,1.3,13.0,29.8,10.3,3.7,14.0,0.213,5.8,1.5,7.3,7.4
Jerome Kersey,22,SF,POR,77,0.0,958,6.7,14.0,0.478,0.0,0.1,0.0,6.7,13.9,0.48200000000000004,4.4,6.8,0.6459999999999999,3.6,4.2,7.7,2.4,1.8,1.1,2.5,5.5,17.8,15.3,0.524,0.008,0.48700000000000004,11.1,12.9,12.0,8.8,2.4,1.7,12.8,21.4,1.0,1.2,2.2,0.111,-0.9,0.2,-0.7,0.3
Tim McCormick,22,C,SEA,78,27.0,1584,6.1,11.0,0.557,0.0,0.0,0.0,6.1,11.0,0.5579999999999999,4.3,6.0,0.715,3.3,5.7,9.0,1.8,0.4,0.7,2.6,4.7,16.5,14.7,0.606,0.002,0.545,10.7,18.4,14.6,7.4,0.5,1.2,16.0,18.8,2.3,1.5,3.8,0.114,-1.0,-1.0,-2.1,0.0
Jay Murphy,22,PF,LAC,23,0.0,149,1.9,12.1,0.16,0.0,0.2,0.0,1.9,11.8,0.163,2.9,5.1,0.5710000000000001,1.4,8.5,9.9,1.0,0.2,0.5,1.9,5.1,6.8,-0.9,0.23600000000000002,0.02,0.42,4.6,25.2,15.2,3.2,0.3,0.7,11.9,18.4,-0.6,0.1,-0.5,-0.154,-9.6,-2.8,-12.4,-0.4
Hakeem Olajuwon*,22,C,HOU,82,82.0,2914,8.4,15.5,0.5379999999999999,0.0,0.0,,8.4,15.5,0.5379999999999999,4.2,6.8,0.613,5.4,6.6,12.0,1.4,1.2,2.7,2.9,4.2,20.9,21.1,0.564,0.0,0.43799999999999994,16.9,20.4,18.7,5.3,1.6,4.3,13.5,23.5,5.3,4.9,10.2,0.168,1.7,0.4,2.1,3.0
Sam Perkins,23,PF,DAL,82,42.0,2317,5.4,11.4,0.47100000000000003,0.1,0.6,0.25,5.3,10.9,0.483,3.1,3.8,0.82,2.9,6.5,9.4,2.1,1.0,1.0,1.6,3.7,14.0,15.0,0.535,0.049,0.332,9.1,20.9,14.9,7.8,1.3,1.6,10.8,17.1,3.2,2.6,5.8,0.12,0.1,-0.1,0.0,1.2
Jim Petersen,22,PF,HOU,60,0.0,714,3.5,7.3,0.486,0.0,0.0,,3.5,7.3,0.486,2.5,3.3,0.758,2.2,5.2,7.4,1.5,0.7,1.6,3.6,6.3,9.6,6.6,0.5489999999999999,0.0,0.45799999999999996,6.9,16.1,11.5,4.8,0.9,2.5,29.1,13.5,-0.5,0.9,0.3,0.023,-5.6,1.0,-4.6,-0.5
Gary Plummer,22,PF,GSW,66,0.0,702,4.7,11.9,0.397,0.1,0.2,0.25,4.7,11.7,0.39899999999999997,3.3,4.7,0.7070000000000001,2.8,4.1,6.9,1.3,0.8,0.7,2.6,6.5,12.8,7.5,0.45899999999999996,0.017,0.397,7.9,14.0,10.7,4.9,1.0,1.1,15.5,18.0,-0.4,0.2,-0.2,-0.012,-5.1,-2.2,-7.3,-0.9
David Pope,22,SF,KCK,22,0.0,129,4.7,14.8,0.321,0.0,0.3,0.0,4.7,14.5,0.327,2.0,3.6,0.5379999999999999,2.5,2.5,5.0,1.4,0.8,0.8,2.0,8.4,11.4,2.1,0.349,0.019,0.245,8.0,7.9,8.0,4.9,1.1,1.3,10.7,20.1,-0.3,0.0,-0.2,-0.08800000000000001,-8.4,-3.0,-11.4,-0.3
Alvin Robertson,22,SG,SAS,79,9.0,1685,6.4,12.8,0.498,0.1,0.2,0.364,6.3,12.6,0.501,2.6,3.6,0.7340000000000001,2.5,3.2,5.7,5.9,2.7,0.5,3.6,4.6,15.5,15.3,0.5379999999999999,0.018000000000000002,0.282,8.0,9.7,8.9,21.5,3.5,0.8,19.8,20.0,1.1,2.0,3.1,0.087,-0.2,1.1,0.9,1.2
Wayne Sappleton,24,PF,NJN,33,0.0,298,5.0,10.5,0.47100000000000003,0.0,0.0,,5.0,10.5,0.47100000000000003,1.7,4.1,0.41200000000000003,3.4,5.7,9.1,0.8,0.8,0.5,2.5,6.0,11.6,7.7,0.47100000000000003,0.0,0.391,10.2,18.3,14.1,3.0,1.1,0.8,17.1,16.7,-0.2,0.3,0.1,0.012,-4.9,-1.5,-6.3,-0.3
Tom Scheffler,30,C,POR,39,0.0,268,2.8,6.9,0.41200000000000003,0.0,0.0,,2.8,6.9,0.41200000000000003,1.3,2.7,0.5,2.4,7.8,10.2,1.5,1.1,1.5,2.0,6.4,7.0,6.9,0.435,0.0,0.392,7.5,24.1,15.9,4.8,1.4,2.2,20.1,11.1,-0.2,0.4,0.2,0.037000000000000005,-4.9,0.4,-4.5,-0.2
John Schweitz,24,SG,SEA,19,0.0,110,8.2,24.2,0.33799999999999997,0.0,1.3,0.0,8.2,22.9,0.35700000000000004,2.3,3.3,0.7,2.0,4.9,6.9,5.9,0.0,0.3,4.6,3.9,18.7,5.8,0.364,0.054000000000000006,0.135,6.3,15.8,11.1,27.1,0.0,0.5,15.2,35.2,-0.5,0.1,-0.4,-0.191,-6.6,-4.1,-10.7,-0.2
Tom Sewell,22,SG,WSB,21,0.0,87,3.7,14.9,0.25,0.0,0.8,0.0,3.7,14.1,0.265,0.8,1.7,0.5,0.8,0.8,1.7,2.5,1.2,0.4,2.9,5.4,8.3,-2.7,0.265,0.055999999999999994,0.111,2.5,2.6,2.5,8.8,1.7,0.7,15.6,21.4,-0.5,0.1,-0.4,-0.201,-10.9,-1.7,-12.7,-0.2
Charlie Sitton,22,SF,DAL,43,0.0,304,4.6,11.1,0.415,0.0,0.2,0.0,4.6,10.9,0.424,1.5,3.0,0.52,2.8,4.3,7.1,3.1,0.8,0.7,2.3,5.9,10.8,8.0,0.433,0.021,0.266,8.8,13.8,11.2,11.1,1.1,1.1,15.3,17.1,-0.2,0.3,0.1,0.008,-4.7,-0.6,-5.3,-0.2
Tom Sluby,22,SG,DAL,31,0.0,151,7.2,13.8,0.517,0.0,0.5,0.0,7.2,13.4,0.536,3.1,5.0,0.619,1.2,1.7,2.9,3.8,0.7,0.0,2.6,4.3,17.4,12.2,0.5429999999999999,0.034,0.36200000000000004,3.7,5.4,4.5,15.2,1.0,0.0,14.1,21.7,0.1,0.1,0.2,0.052000000000000005,-1.9,-1.4,-3.4,0.0
